hospital,hospital_size,county,drg_code,name,price
EvergreenHealth,Large,King,41,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W CC OR PERIPH NEUROSTIM,55762.55
EvergreenHealth,Large,King,42,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W/O CC/MCC,68836.1
EvergreenHealth,Large,King,52,SPINAL DISORDERS & INJURIES W CC/MCC,121997.6
EvergreenHealth,Large,King,53,SPINAL DISORDERS & INJURIES W/O CC/MCC,79995.2667
EvergreenHealth,Large,King,54,NERVOUS SYSTEM NEOPLASMS W MCC,51778.7588
EvergreenHealth,Large,King,55,NERVOUS SYSTEM NEOPLASMS W/O MCC,20887.3
EvergreenHealth,Large,King,56,DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC,71897.2585
EvergreenHealth,Large,King,57,DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,75259.7465
EvergreenHealth,Large,King,58,MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W MCC,41313.9
EvergreenHealth,Large,King,59,MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W CC,35430.405
EvergreenHealth,Large,King,60,MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W/O CC/MCC,31545.3
EvergreenHealth,Large,King,61,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA W THROMBOLYTIC AGEN",75485.7
EvergreenHealth,Large,King,62,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA W THROMBOLYTIC AGEN",78220.0542
EvergreenHealth,Large,King,63,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA W THROMBOLYTIC AGEN",68058.664
EvergreenHealth,Large,King,64,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,69922.1964
EvergreenHealth,Large,King,65,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,38389.4785
EvergreenHealth,Large,King,66,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,27147.1389
EvergreenHealth,Large,King,67,NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W MCC,18387.2
EvergreenHealth,Large,King,68,NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,27707.3067
EvergreenHealth,Large,King,69,TRANSIENT ISCHEMIA W/O THROMBOLYTIC,27642.6213
EvergreenHealth,Large,King,70,NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,53048.6111
EvergreenHealth,Large,King,71,NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,32668.6464
EvergreenHealth,Large,King,72,NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,54342.3667
EvergreenHealth,Large,King,73,CRANIAL & PERIPHERAL NERVE DISORDERS W MCC,34069.98
EvergreenHealth,Large,King,74,CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,54401.0062
EvergreenHealth,Large,King,75,VIRAL MENINGITIS W CC/MCC,20101.3
EvergreenHealth,Large,King,76,VIRAL MENINGITIS W/O CC/MCC,19698.6
EvergreenHealth,Large,King,77,HYPERTENSIVE ENCEPHALOPATHY W MCC,46134.9
EvergreenHealth,Large,King,78,HYPERTENSIVE ENCEPHALOPATHY W CC,37549.2375
EvergreenHealth,Large,King,80,NONTRAUMATIC STUPOR & COMA W MCC,85670.9
EvergreenHealth,Large,King,81,NONTRAUMATIC STUPOR & COMA W/O MCC,12937.7
EvergreenHealth,Large,King,82,"TRAUMATIC STUPOR & COMA, COMA >1 HR W MCC",89602.06
EvergreenHealth,Large,King,83,"TRAUMATIC STUPOR & COMA, COMA >1 HR W CC",40556.6667
EvergreenHealth,Large,King,84,"TRAUMATIC STUPOR & COMA, COMA >1 HR W/O CC/MCC",35697.1
EvergreenHealth,Large,King,85,"TRAUMATIC STUPOR & COMA, COMA <1 HR W MCC",54100.7231
EvergreenHealth,Large,King,86,"TRAUMATIC STUPOR & COMA, COMA <1 HR W CC",40367.6952
EvergreenHealth,Large,King,87,"TRAUMATIC STUPOR & COMA, COMA <1 HR W/O CC/MCC",25737.9344
EvergreenHealth,Large,King,89,CONCUSSION W CC,27264
EvergreenHealth,Large,King,91,OTHER DISORDERS OF NERVOUS SYSTEM W MCC,63958.9569
EvergreenHealth,Large,King,92,OTHER DISORDERS OF NERVOUS SYSTEM W CC,48060.0914
EvergreenHealth,Large,King,93,OTHER DISORDERS OF NERVOUS SYSTEM W/O CC/MCC,28112.5333
EvergreenHealth,Large,King,95,BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W CC,79173.09
EvergreenHealth,Large,King,96,BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W/O CC/MCC,72034.9667
EvergreenHealth,Large,King,97,NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W MCC,120788.775
EvergreenHealth,Large,King,98,NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W CC,18143.6
EvergreenHealth,Large,King,99,NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W/O CC/MCC,65710.025
EvergreenHealth,Large,King,100,SEIZURES W MCC,51046.8639
EvergreenHealth,Large,King,101,SEIZURES W/O MCC,34729.685
EvergreenHealth,Large,King,103,HEADACHES W/O MCC,24768.9906
EvergreenHealth,Large,King,123,NEUROLOGICAL EYE DISORDERS,24800.0667
EvergreenHealth,Large,King,125,OTHER DISORDERS OF THE EYE W/O MCC,18825.4
EvergreenHealth,Large,King,129,MAJOR HEAD & NECK PROCEDURES W CC/MCC OR MAJOR DEVICE,57449
EvergreenHealth,Large,King,133,"OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES W CC/MCC",43453
EvergreenHealth,Large,King,134,"OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES W/O CC/MCC",26517.1667
EvergreenHealth,Large,King,149,DYSEQUILIBRIUM,28457.9606
EvergreenHealth,Large,King,152,OTITIS MEDIA & URI W MCC,22308.21
EvergreenHealth,Large,King,153,OTITIS MEDIA & URI W/O MCC,24366.468
EvergreenHealth,Large,King,155,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W CC",26605.1
EvergreenHealth,Large,King,156,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W/O CC/MCC",25606.0333
EvergreenHealth,Large,King,157,DENTAL & ORAL DISEASES W MCC,29438.8667
EvergreenHealth,Large,King,158,DENTAL & ORAL DISEASES W CC,42806.8
EvergreenHealth,Large,King,159,DENTAL & ORAL DISEASES W/O CC/MCC,16468
EvergreenHealth,Large,King,163,MAJOR CHEST PROCEDURES W MCC,149222.1733
EvergreenHealth,Large,King,164,MAJOR CHEST PROCEDURES W CC,108989.2462
EvergreenHealth,Large,King,166,OTHER RESP SYSTEM O.R. PROCEDURES W MCC,163360.038
EvergreenHealth,Large,King,167,OTHER RESP SYSTEM O.R. PROCEDURES W CC,48546.8333
EvergreenHealth,Large,King,168,OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,33321.12
EvergreenHealth,Large,King,175,PULMONARY EMBOLISM W MCC,54076.2718
EvergreenHealth,Large,King,176,PULMONARY EMBOLISM W/O MCC,32694.575
EvergreenHealth,Large,King,177,RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,65895.5197
EvergreenHealth,Large,King,178,RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,41062.2823
EvergreenHealth,Large,King,179,RESPIRATORY INFECTIONS & INFLAMMATIONS W/O CC/MCC,36403.45
EvergreenHealth,Large,King,180,RESPIRATORY NEOPLASMS W MCC,59489.7233
EvergreenHealth,Large,King,181,RESPIRATORY NEOPLASMS W CC,33573.9267
EvergreenHealth,Large,King,183,MAJOR CHEST TRAUMA W MCC,58768.4833
EvergreenHealth,Large,King,184,MAJOR CHEST TRAUMA W CC,41880.993
EvergreenHealth,Large,King,185,MAJOR CHEST TRAUMA W/O CC/MCC,16633.3
EvergreenHealth,Large,King,186,PLEURAL EFFUSION W MCC,47471.1043
EvergreenHealth,Large,King,187,PLEURAL EFFUSION W CC,44175.095
EvergreenHealth,Large,King,189,PULMONARY EDEMA & RESPIRATORY FAILURE,49388.6521
EvergreenHealth,Large,King,190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,50256.4224
EvergreenHealth,Large,King,191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,40813.5945
EvergreenHealth,Large,King,192,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,29563.6062
EvergreenHealth,Large,King,193,SIMPLE PNEUMONIA & PLEURISY W MCC,46962.5944
EvergreenHealth,Large,King,194,SIMPLE PNEUMONIA & PLEURISY W CC,31580.4812
EvergreenHealth,Large,King,195,SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,17252.194
EvergreenHealth,Large,King,196,INTERSTITIAL LUNG DISEASE W MCC,65102.324
EvergreenHealth,Large,King,197,INTERSTITIAL LUNG DISEASE W CC,33259.9
EvergreenHealth,Large,King,199,PNEUMOTHORAX W MCC,89026.4482
EvergreenHealth,Large,King,200,PNEUMOTHORAX W CC,27515.6064
EvergreenHealth,Large,King,201,PNEUMOTHORAX W/O CC/MCC,21595.925
EvergreenHealth,Large,King,202,BRONCHITIS & ASTHMA W CC/MCC,54292.9497
EvergreenHealth,Large,King,203,BRONCHITIS & ASTHMA W/O CC/MCC,17275.3188
EvergreenHealth,Large,King,204,RESPIRATORY SIGNS & SYMPTOMS,27809.3
EvergreenHealth,Large,King,205,OTHER RESPIRATORY SYSTEM DIAGNOSES W MCC,56230.425
EvergreenHealth,Large,King,206,OTHER RESPIRATORY SYSTEM DIAGNOSES W/O MCC,28248.1333
EvergreenHealth,Large,King,207,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT >96 HOURS OR PERIPHERAL EXTRAC,277707.9155
EvergreenHealth,Large,King,208,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <=96 HOURS,107778.1056
EvergreenHealth,Large,King,222,CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W MCC,370749
EvergreenHealth,Large,King,223,CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W/O MCC,166268
EvergreenHealth,Large,King,224,CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W MCC,178921.8
EvergreenHealth,Large,King,226,CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W MCC,298345.37
EvergreenHealth,Large,King,227,CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W/O MCC,183412.9
EvergreenHealth,Large,King,239,AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W MCC,138131.8
EvergreenHealth,Large,King,240,AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W CC,98742.8467
EvergreenHealth,Large,King,242,PERMANENT CARDIAC PACEMAKER IMPLANT W MCC,117393.5129
EvergreenHealth,Large,King,243,PERMANENT CARDIAC PACEMAKER IMPLANT W CC,88776.2843
EvergreenHealth,Large,King,244,PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,68897.77
EvergreenHealth,Large,King,245,AICD GENERATOR PROCEDURES,358228.35
EvergreenHealth,Large,King,246,PERCUTANEOUS CARDIOVASCULAR PROCEDURES W DRUG-ELUTING STENT W MCC OR 4+ ARTERIES,109480.8817
EvergreenHealth,Large,King,247,PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,73240.4176
EvergreenHealth,Large,King,248,PERCUTANEOUS CARDIOVASCULAR PROCEDURES W NON-DRUG-ELUTING STENT W MCC OR 4+ ARTE,92384.37
EvergreenHealth,Large,King,249,PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,57957.95
EvergreenHealth,Large,King,250,PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W MCC,53257.2
EvergreenHealth,Large,King,251,PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,51376.2875
EvergreenHealth,Large,King,252,OTHER VASCULAR PROCEDURES W MCC,120286.7972
EvergreenHealth,Large,King,253,OTHER VASCULAR PROCEDURES W CC,96520.6386
EvergreenHealth,Large,King,254,OTHER VASCULAR PROCEDURES W/O CC/MCC,57571.866
EvergreenHealth,Large,King,257,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W/O CC/MCC,16611.2
EvergreenHealth,Large,King,260,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W MCC,21102.15
EvergreenHealth,Large,King,261,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W CC,68993.9
EvergreenHealth,Large,King,264,OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,115147.64
EvergreenHealth,Large,King,268,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W MCC,126486.31
EvergreenHealth,Large,King,269,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W/O MCC,103871.2462
EvergreenHealth,Large,King,270,OTHER MAJOR CARDIOVASCULAR PROCEDURES W MCC,180482.3764
EvergreenHealth,Large,King,271,OTHER MAJOR CARDIOVASCULAR PROCEDURES W CC,118279.3375
EvergreenHealth,Large,King,272,OTHER MAJOR CARDIOVASCULAR PROCEDURES W/O CC/MCC,67654.4275
EvergreenHealth,Large,King,273,PERCUTANEOUS INTRACARDIAC PROCEDURES W MCC,137517.7
EvergreenHealth,Large,King,280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",54732.66
EvergreenHealth,Large,King,281,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",33983.4155
EvergreenHealth,Large,King,282,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",26099.9195
EvergreenHealth,Large,King,283,"ACUTE MYOCARDIAL INFARCTION, EXPIRED W MCC",78908.33
EvergreenHealth,Large,King,286,"CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",76546.5667
EvergreenHealth,Large,King,287,"CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",36955.1613
EvergreenHealth,Large,King,288,ACUTE & SUBACUTE ENDOCARDITIS W MCC,66634.8667
EvergreenHealth,Large,King,289,ACUTE & SUBACUTE ENDOCARDITIS W CC,84844.2125
EvergreenHealth,Large,King,291,HEART FAILURE & SHOCK W MCC,45816.275
EvergreenHealth,Large,King,292,HEART FAILURE & SHOCK W CC,45295.9585
EvergreenHealth,Large,King,293,HEART FAILURE & SHOCK W/O CC/MCC,23816.5222
EvergreenHealth,Large,King,299,PERIPHERAL VASCULAR DISORDERS W MCC,48161.3455
EvergreenHealth,Large,King,300,PERIPHERAL VASCULAR DISORDERS W CC,41952.43
EvergreenHealth,Large,King,301,PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,17039.15
EvergreenHealth,Large,King,302,ATHEROSCLEROSIS W MCC,34508.6
EvergreenHealth,Large,King,303,ATHEROSCLEROSIS W/O MCC,12645.6167
EvergreenHealth,Large,King,304,HYPERTENSION W MCC,61091.3
EvergreenHealth,Large,King,305,HYPERTENSION W/O MCC,29473.4088
EvergreenHealth,Large,King,308,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,46741.5217
EvergreenHealth,Large,King,309,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,27736.2392
EvergreenHealth,Large,King,310,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,21803.2333
EvergreenHealth,Large,King,312,SYNCOPE & COLLAPSE,27942.8979
EvergreenHealth,Large,King,313,CHEST PAIN,16135.075
EvergreenHealth,Large,King,314,OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,66536.5375
EvergreenHealth,Large,King,315,OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,32272.7786
EvergreenHealth,Large,King,316,OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,72178.65
EvergreenHealth,Large,King,326,"STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",107383.488
EvergreenHealth,Large,King,327,"STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",51194.0714
EvergreenHealth,Large,King,328,"STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC",56780.0438
EvergreenHealth,Large,King,329,MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,106435.4163
EvergreenHealth,Large,King,330,MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,64949.2974
EvergreenHealth,Large,King,331,MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,53863.908
EvergreenHealth,Large,King,333,RECTAL RESECTION W CC,41907
EvergreenHealth,Large,King,334,RECTAL RESECTION W/O CC/MCC,69581
EvergreenHealth,Large,King,335,PERITONEAL ADHESIOLYSIS W MCC,135783.45
EvergreenHealth,Large,King,336,PERITONEAL ADHESIOLYSIS W CC,52706.6
EvergreenHealth,Large,King,338,APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,71403.5
EvergreenHealth,Large,King,339,APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,50207.52
EvergreenHealth,Large,King,340,APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W/O CC/MCC,36236.47
EvergreenHealth,Large,King,342,APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W CC,34212.7667
EvergreenHealth,Large,King,343,APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W/O CC/MCC,30191.2591
EvergreenHealth,Large,King,344,MINOR SMALL & LARGE BOWEL PROCEDURES W MCC,205815.9
EvergreenHealth,Large,King,345,MINOR SMALL & LARGE BOWEL PROCEDURES W CC,79595.7
EvergreenHealth,Large,King,346,MINOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,32626.35
EvergreenHealth,Large,King,348,ANAL & STOMAL PROCEDURES W CC,89951.9
EvergreenHealth,Large,King,350,INGUINAL & FEMORAL HERNIA PROCEDURES W MCC,75735.2
EvergreenHealth,Large,King,351,INGUINAL & FEMORAL HERNIA PROCEDURES W CC,71062.275
EvergreenHealth,Large,King,353,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W MCC,41446.2
EvergreenHealth,Large,King,354,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC,64968.65
EvergreenHealth,Large,King,355,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W/O CC/MCC,44889.3667
EvergreenHealth,Large,King,356,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W MCC,144974.2438
EvergreenHealth,Large,King,357,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W CC,33645.22
EvergreenHealth,Large,King,358,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC,25123.4667
EvergreenHealth,Large,King,368,MAJOR ESOPHAGEAL DISORDERS W MCC,37357.3
EvergreenHealth,Large,King,369,MAJOR ESOPHAGEAL DISORDERS W CC,32500.2333
EvergreenHealth,Large,King,371,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,83874.1619
EvergreenHealth,Large,King,372,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,34653.1941
EvergreenHealth,Large,King,373,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W/O CC/MCC,23791.7407
EvergreenHealth,Large,King,374,DIGESTIVE MALIGNANCY W MCC,76919.4909
EvergreenHealth,Large,King,375,DIGESTIVE MALIGNANCY W CC,47116.6144
EvergreenHealth,Large,King,376,DIGESTIVE MALIGNANCY W/O CC/MCC,21820.4
EvergreenHealth,Large,King,377,G.I. HEMORRHAGE W MCC,59164.374
EvergreenHealth,Large,King,378,G.I. HEMORRHAGE W CC,36697.1813
EvergreenHealth,Large,King,379,G.I. HEMORRHAGE W/O CC/MCC,24492.4
EvergreenHealth,Large,King,380,COMPLICATED PEPTIC ULCER W MCC,60592.1154
EvergreenHealth,Large,King,381,COMPLICATED PEPTIC ULCER W CC,37856.0333
EvergreenHealth,Large,King,383,UNCOMPLICATED PEPTIC ULCER W MCC,26859.88
EvergreenHealth,Large,King,384,UNCOMPLICATED PEPTIC ULCER W/O MCC,19658.1
EvergreenHealth,Large,King,385,INFLAMMATORY BOWEL DISEASE W MCC,87911.845
EvergreenHealth,Large,King,386,INFLAMMATORY BOWEL DISEASE W CC,49823.145
EvergreenHealth,Large,King,387,INFLAMMATORY BOWEL DISEASE W/O CC/MCC,21338.5714
EvergreenHealth,Large,King,388,G.I. OBSTRUCTION W MCC,73591.4447
EvergreenHealth,Large,King,389,G.I. OBSTRUCTION W CC,27158.7912
EvergreenHealth,Large,King,390,G.I. OBSTRUCTION W/O CC/MCC,18550.0344
EvergreenHealth,Large,King,391,"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",55271.8496
EvergreenHealth,Large,King,392,"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",26062.9218
EvergreenHealth,Large,King,393,OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,61018.8991
EvergreenHealth,Large,King,394,OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,32107.7444
EvergreenHealth,Large,King,395,OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC,23741.275
EvergreenHealth,Large,King,405,"PANCREAS, LIVER & SHUNT PROCEDURES W MCC",79129.8
EvergreenHealth,Large,King,410,BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W/O CC/MCC,42722.2
EvergreenHealth,Large,King,412,CHOLECYSTECTOMY W C.D.E. W CC,51695.33
EvergreenHealth,Large,King,415,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC,45663
EvergreenHealth,Large,King,416,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W/O CC/MCC,51688.3667
EvergreenHealth,Large,King,417,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC,55895.725
EvergreenHealth,Large,King,418,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,61218.8176
EvergreenHealth,Large,King,419,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,43326.5275
EvergreenHealth,Large,King,432,CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,66368.9525
EvergreenHealth,Large,King,433,CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,49458.1
EvergreenHealth,Large,King,434,CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,24109.9
EvergreenHealth,Large,King,435,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,58663.1175
EvergreenHealth,Large,King,436,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W CC,20285.8667
EvergreenHealth,Large,King,437,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W/O CC/MCC,11747.7
EvergreenHealth,Large,King,438,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W MCC,67914.4975
EvergreenHealth,Large,King,439,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,37521.2084
EvergreenHealth,Large,King,440,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W/O CC/MCC,20141.7789
EvergreenHealth,Large,King,441,"DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W MCC",64986.2417
EvergreenHealth,Large,King,442,"DISORDERS OF LIVER EXCEPT MALIG, CIRR, ALC HEPA W CC",25415.8
EvergreenHealth,Large,King,443,"DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W/O CC/MCC",20235.94
EvergreenHealth,Large,King,444,DISORDERS OF THE BILIARY TRACT W MCC,39814.65
EvergreenHealth,Large,King,445,DISORDERS OF THE BILIARY TRACT W CC,34609.6471
EvergreenHealth,Large,King,446,DISORDERS OF THE BILIARY TRACT W/O CC/MCC,26522.72
EvergreenHealth,Large,King,453,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W MCC,193314.285
EvergreenHealth,Large,King,454,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W CC,178273.9644
EvergreenHealth,Large,King,455,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W/O CC/MCC,124539.4227
EvergreenHealth,Large,King,456,SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR EXT FUS W MCC,511039.1
EvergreenHealth,Large,King,457,SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR EXT FUS W CC,90900.69
EvergreenHealth,Large,King,458,SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR EXT FUS W/O CC/MCC,173134.35
EvergreenHealth,Large,King,459,SPINAL FUSION EXCEPT CERVICAL W MCC,158160.4325
EvergreenHealth,Large,King,460,SPINAL FUSION EXCEPT CERVICAL W/O MCC,98363.6676
EvergreenHealth,Large,King,462,BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,128328.52
EvergreenHealth,Large,King,463,"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",92605.09
EvergreenHealth,Large,King,464,"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",75022.6133
EvergreenHealth,Large,King,465,"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W/O CC/MCC",69943.96
EvergreenHealth,Large,King,466,REVISION OF HIP OR KNEE REPLACEMENT W MCC,122819.9286
