hospital,hospital_size,county,drg_code,name,price,address,latitude,longtitude
EvergreenHealth,Large,King,62,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA W THROMBOLYTIC AGEN",78220.0542,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,63,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA W THROMBOLYTIC AGEN",68058.664,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,64,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,69922.1964,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,65,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,38389.4785,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,66,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,27147.1389,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,67,NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W MCC,18387.2,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,68,NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,27707.3067,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,69,TRANSIENT ISCHEMIA W/O THROMBOLYTIC,27642.6213,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,70,NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,53048.6111,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,71,NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,32668.6464,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,72,NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,54342.3667,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,73,CRANIAL & PERIPHERAL NERVE DISORDERS W MCC,34069.98,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,74,CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,54401.0062,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,75,VIRAL MENINGITIS W CC/MCC,20101.3,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,76,VIRAL MENINGITIS W/O CC/MCC,19698.6,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,77,HYPERTENSIVE ENCEPHALOPATHY W MCC,46134.9,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,78,HYPERTENSIVE ENCEPHALOPATHY W CC,37549.2375,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,80,NONTRAUMATIC STUPOR & COMA W MCC,85670.9,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,81,NONTRAUMATIC STUPOR & COMA W/O MCC,12937.7,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,82,"TRAUMATIC STUPOR & COMA, COMA >1 HR W MCC",89602.06,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,83,"TRAUMATIC STUPOR & COMA, COMA >1 HR W CC",40556.6667,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,84,"TRAUMATIC STUPOR & COMA, COMA >1 HR W/O CC/MCC",35697.1,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,85,"TRAUMATIC STUPOR & COMA, COMA <1 HR W MCC",54100.7231,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,86,"TRAUMATIC STUPOR & COMA, COMA <1 HR W CC",40367.6952,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,87,"TRAUMATIC STUPOR & COMA, COMA <1 HR W/O CC/MCC",25737.9344,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,89,CONCUSSION W CC,27264.0,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,91,OTHER DISORDERS OF NERVOUS SYSTEM W MCC,63958.9569,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,92,OTHER DISORDERS OF NERVOUS SYSTEM W CC,48060.0914,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,93,OTHER DISORDERS OF NERVOUS SYSTEM W/O CC/MCC,28112.5333,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,95,BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W CC,79173.09,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,96,BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W/O CC/MCC,72034.9667,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,97,NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W MCC,120788.775,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,98,NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W CC,18143.6,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,99,NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W/O CC/MCC,65710.025,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,100,SEIZURES W MCC,51046.8639,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,101,SEIZURES W/O MCC,34729.685,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,103,HEADACHES W/O MCC,24768.9906,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,123,NEUROLOGICAL EYE DISORDERS,24800.0667,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,125,OTHER DISORDERS OF THE EYE W/O MCC,18825.4,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,129,MAJOR HEAD & NECK PROCEDURES W CC/MCC OR MAJOR DEVICE,57449.0,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,133,"OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES W CC/MCC",43453.0,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,134,"OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES W/O CC/MCC",26517.1667,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,149,DYSEQUILIBRIUM,28457.9606,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,152,OTITIS MEDIA & URI W MCC,22308.21,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,153,OTITIS MEDIA & URI W/O MCC,24366.468,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,155,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W CC",26605.1,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,156,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W/O CC/MCC",25606.0333,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,157,DENTAL & ORAL DISEASES W MCC,29438.8667,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,158,DENTAL & ORAL DISEASES W CC,42806.8,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,159,DENTAL & ORAL DISEASES W/O CC/MCC,16468.0,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,163,MAJOR CHEST PROCEDURES W MCC,149222.1733,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,164,MAJOR CHEST PROCEDURES W CC,108989.2462,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,166,OTHER RESP SYSTEM O.R. PROCEDURES W MCC,163360.038,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,167,OTHER RESP SYSTEM O.R. PROCEDURES W CC,48546.8333,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,168,OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,33321.12,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,175,PULMONARY EMBOLISM W MCC,54076.2718,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,176,PULMONARY EMBOLISM W/O MCC,32694.575,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,177,RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,65895.5197,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,178,RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,41062.2823,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,179,RESPIRATORY INFECTIONS & INFLAMMATIONS W/O CC/MCC,36403.45,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,180,RESPIRATORY NEOPLASMS W MCC,59489.7233,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,181,RESPIRATORY NEOPLASMS W CC,33573.9267,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,183,MAJOR CHEST TRAUMA W MCC,58768.4833,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,184,MAJOR CHEST TRAUMA W CC,41880.993,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,185,MAJOR CHEST TRAUMA W/O CC/MCC,16633.3,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,186,PLEURAL EFFUSION W MCC,47471.1043,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,187,PLEURAL EFFUSION W CC,44175.095,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,189,PULMONARY EDEMA & RESPIRATORY FAILURE,49388.6521,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,50256.4224,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,40813.5945,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,192,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,29563.6062,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,193,SIMPLE PNEUMONIA & PLEURISY W MCC,46962.5944,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,194,SIMPLE PNEUMONIA & PLEURISY W CC,31580.4812,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,195,SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,17252.194,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,196,INTERSTITIAL LUNG DISEASE W MCC,65102.324,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,197,INTERSTITIAL LUNG DISEASE W CC,33259.9,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,199,PNEUMOTHORAX W MCC,89026.4482,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,200,PNEUMOTHORAX W CC,27515.6064,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,201,PNEUMOTHORAX W/O CC/MCC,21595.925,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,202,BRONCHITIS & ASTHMA W CC/MCC,54292.9497,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,203,BRONCHITIS & ASTHMA W/O CC/MCC,17275.3188,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,204,RESPIRATORY SIGNS & SYMPTOMS,27809.3,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,205,OTHER RESPIRATORY SYSTEM DIAGNOSES W MCC,56230.425,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,206,OTHER RESPIRATORY SYSTEM DIAGNOSES W/O MCC,28248.1333,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,207,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT >96 HOURS OR PERIPHERAL EXTRAC,277707.9155,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,208,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <=96 HOURS,107778.1056,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,222,CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W MCC,370749.0,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,223,CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W/O MCC,166268.0,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,224,CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W MCC,178921.8,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,226,CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W MCC,298345.37,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,227,CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W/O MCC,183412.9,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,239,AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W MCC,138131.8,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,240,AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W CC,98742.8467,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,242,PERMANENT CARDIAC PACEMAKER IMPLANT W MCC,117393.5129,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,243,PERMANENT CARDIAC PACEMAKER IMPLANT W CC,88776.2843,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,244,PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,68897.77,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,245,AICD GENERATOR PROCEDURES,358228.35,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,246,PERCUTANEOUS CARDIOVASCULAR PROCEDURES W DRUG-ELUTING STENT W MCC OR 4+ ARTERIES,109480.8817,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,247,PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,73240.4176,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,248,PERCUTANEOUS CARDIOVASCULAR PROCEDURES W NON-DRUG-ELUTING STENT W MCC OR 4+ ARTE,92384.37,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,249,PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,57957.95,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,250,PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W MCC,53257.2,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,251,PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,51376.2875,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,252,OTHER VASCULAR PROCEDURES W MCC,120286.7972,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,253,OTHER VASCULAR PROCEDURES W CC,96520.6386,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,254,OTHER VASCULAR PROCEDURES W/O CC/MCC,57571.866,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,257,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W/O CC/MCC,16611.2,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,260,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W MCC,21102.15,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,261,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W CC,68993.9,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,264,OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,115147.64,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,268,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W MCC,126486.31,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,269,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W/O MCC,103871.2462,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,270,OTHER MAJOR CARDIOVASCULAR PROCEDURES W MCC,180482.3764,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,271,OTHER MAJOR CARDIOVASCULAR PROCEDURES W CC,118279.3375,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,272,OTHER MAJOR CARDIOVASCULAR PROCEDURES W/O CC/MCC,67654.4275,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,273,PERCUTANEOUS INTRACARDIAC PROCEDURES W MCC,137517.7,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",54732.66,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,281,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",33983.4155,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,282,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",26099.9195,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,283,"ACUTE MYOCARDIAL INFARCTION, EXPIRED W MCC",78908.33,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,286,"CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",76546.5667,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,287,"CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",36955.1613,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,288,ACUTE & SUBACUTE ENDOCARDITIS W MCC,66634.8667,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,289,ACUTE & SUBACUTE ENDOCARDITIS W CC,84844.2125,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
EvergreenHealth,Large,King,291,HEART FAILURE & SHOCK W MCC,45816.275,"12040 NE 128th St, Kirkland, WA 98034",47.71568179,-122.1786413
