hospital,hospital_size,county,drg_code,name,price
MOUNT CARMEL HOSPITAL,Medium,Stevens,240,Amputation For Circulatory System Disorders Except Upper Limb And Toe With Cc,19885.2767
MOUNT CARMEL HOSPITAL,Medium,Stevens,256,Upper Limb And Toe Amputation For Circulatory System Disorders With Cc,25296.5866
MOUNT CARMEL HOSPITAL,Medium,Stevens,264,Other Circulatory System O.R. Procedures,40982.6705
MOUNT CARMEL HOSPITAL,Medium,Stevens,280,"Acute Myocardial Infarction, Discharged Alive With Mcc",19360.52
MOUNT CARMEL HOSPITAL,Medium,Stevens,281,"Acute Myocardial Infarction, Discharged Alive With Cc",6857.3728
MOUNT CARMEL HOSPITAL,Medium,Stevens,282,"Acute Myocardial Infarction, Discharged Alive Without Cc/Mcc",10928.4084
MOUNT CARMEL HOSPITAL,Medium,Stevens,283,"Acute Myocardial Infarction, Expired With Mcc",4022.8401
MOUNT CARMEL HOSPITAL,Medium,Stevens,284,"Acute Myocardial Infarction, Expired With Cc",3919.068
MOUNT CARMEL HOSPITAL,Medium,Stevens,291,Heart Failure And Shock With Mcc,17756.7865
MOUNT CARMEL HOSPITAL,Medium,Stevens,292,Heart Failure And Shock With Cc,11658.093
MOUNT CARMEL HOSPITAL,Medium,Stevens,293,Heart Failure And Shock Without Cc/Mcc,10024.6539
MOUNT CARMEL HOSPITAL,Medium,Stevens,304,Hypertension With Mcc,20850.0447
MOUNT CARMEL HOSPITAL,Medium,Stevens,305,Hypertension Without Mcc,10783.6183
MOUNT CARMEL HOSPITAL,Medium,Stevens,308,Cardiac Arrhythmia And Conduction Disorders With Mcc,17787.8264
MOUNT CARMEL HOSPITAL,Medium,Stevens,309,Cardiac Arrhythmia And Conduction Disorders With Cc,12058.6499
MOUNT CARMEL HOSPITAL,Medium,Stevens,310,Cardiac Arrhythmia And Conduction Disorders Without Cc/Mcc,9050.9997
MOUNT CARMEL HOSPITAL,Medium,Stevens,311,Angina Pectoris,22890.2206
MOUNT CARMEL HOSPITAL,Medium,Stevens,312,Syncope And Collapse,15831.0838
MOUNT CARMEL HOSPITAL,Medium,Stevens,314,Other Circulatory System Diagnoses With Mcc,20269.8822
MOUNT CARMEL HOSPITAL,Medium,Stevens,315,Other Circulatory System Diagnoses With Cc,15433.585
MOUNT CARMEL HOSPITAL,Medium,Stevens,329,Major Small And Large Bowel Procedures With Mcc,61900.5891
MOUNT CARMEL HOSPITAL,Medium,Stevens,330,Major Small And Large Bowel Procedures With Cc,53985.2422
MOUNT CARMEL HOSPITAL,Medium,Stevens,331,Major Small And Large Bowel Procedures Without Cc/Mcc,55489.6858
MOUNT CARMEL HOSPITAL,Medium,Stevens,335,Peritoneal Adhesiolysis With Mcc,55413.9959
MOUNT CARMEL HOSPITAL,Medium,Stevens,336,Peritoneal Adhesiolysis With Cc,61397.9784
MOUNT CARMEL HOSPITAL,Medium,Stevens,339,Appendectomy With Complicated Principal Diagnosis With Cc,41089.3727
MOUNT CARMEL HOSPITAL,Medium,Stevens,340,Appendectomy With Complicated Principal Diagnosis Without Cc/Mcc,36283.2012
MOUNT CARMEL HOSPITAL,Medium,Stevens,351,Inguinal And Femoral Hernia Procedures With Cc,13141.5421
MOUNT CARMEL HOSPITAL,Medium,Stevens,353,Hernia Procedures Except Inguinal And Femoral With Mcc,24841.2139
MOUNT CARMEL HOSPITAL,Medium,Stevens,354,Hernia Procedures Except Inguinal And Femoral With Cc,36820.3169
MOUNT CARMEL HOSPITAL,Medium,Stevens,371,Major Gastrointestinal Disorders And Peritoneal Infections With Mcc,7934.5443
MOUNT CARMEL HOSPITAL,Medium,Stevens,372,Major Gastrointestinal Disorders And Peritoneal Infections With Cc,14143.745
MOUNT CARMEL HOSPITAL,Medium,Stevens,373,Major Gastrointestinal Disorders And Peritoneal Infections Without Cc/Mcc,2192.6777
MOUNT CARMEL HOSPITAL,Medium,Stevens,375,Digestive Malignancy With Cc,2553.2205
MOUNT CARMEL HOSPITAL,Medium,Stevens,377,Gastrointestinal Hemorrhage With Mcc,22406.5436
MOUNT CARMEL HOSPITAL,Medium,Stevens,378,Gastrointestinal Hemorrhage With Cc,5350.3281
MOUNT CARMEL HOSPITAL,Medium,Stevens,379,Gastrointestinal Hemorrhage Without Cc/Mcc,7893.2167
MOUNT CARMEL HOSPITAL,Medium,Stevens,387,Inflammatory Bowel Disease Without Cc/Mcc,20150.0249
MOUNT CARMEL HOSPITAL,Medium,Stevens,388,Gastrointestinal Obstruction With Mcc,18530.0801
MOUNT CARMEL HOSPITAL,Medium,Stevens,389,Gastrointestinal Obstruction With Cc,10904.792
MOUNT CARMEL HOSPITAL,Medium,Stevens,391,"Esophagitis, Gastroenteritis And Miscellaneous Digestive Disorders With Mcc",11716.1962
MOUNT CARMEL HOSPITAL,Medium,Stevens,392,"Esophagitis, Gastroenteritis And Miscellaneous Digestive Disorders Without Mcc",16793.7469
MOUNT CARMEL HOSPITAL,Medium,Stevens,394,Other Digestive System Diagnoses With Cc,15663.0764
MOUNT CARMEL HOSPITAL,Medium,Stevens,395,Other Digestive System Diagnoses Without Cc/Mcc,9288.6751
MOUNT CARMEL HOSPITAL,Medium,Stevens,415,Cholecystectomy Except By Laparoscope Without C.D.E. With Cc,37425.767
MOUNT CARMEL HOSPITAL,Medium,Stevens,417,Laparoscopic Cholecystectomy Without C.D.E. With Mcc,43246.2002
MOUNT CARMEL HOSPITAL,Medium,Stevens,418,Laparoscopic Cholecystectomy Without C.D.E. With Cc,34173.8196
MOUNT CARMEL HOSPITAL,Medium,Stevens,432,Cirrhosis And Alcoholic Hepatitis With Mcc,30325.8923
MOUNT CARMEL HOSPITAL,Medium,Stevens,433,Cirrhosis And Alcoholic Hepatitis With Cc,14080.955
MOUNT CARMEL HOSPITAL,Medium,Stevens,438,Disorders Of Pancreas Except Malignancy With Mcc,16207.453
MOUNT CARMEL HOSPITAL,Medium,Stevens,439,Disorders Of Pancreas Except Malignancy With Cc,17856.8903
MOUNT CARMEL HOSPITAL,Medium,Stevens,440,Disorders Of Pancreas Except Malignancy Without Cc/Mcc,8537.0351
MOUNT CARMEL HOSPITAL,Medium,Stevens,441,"Disorders Of Liver Except Malignancy, Cirrhosis Or Alcoholic Hepatitis With Mcc",5224.7371
MOUNT CARMEL HOSPITAL,Medium,Stevens,442,"Disorders Of Liver Except Malignancy, Cirrhosis Or Alcoholic Hepatitis With Cc",10698.5532
MOUNT CARMEL HOSPITAL,Medium,Stevens,443,"Disorders Of Liver Except Malignancy, Cirrhosis Or Alcoholic Hepatitis Without Cc/Mcc",21444.9278
MOUNT CARMEL HOSPITAL,Medium,Stevens,445,Disorders Of The Biliary Tract With Cc,28105.5532
MOUNT CARMEL HOSPITAL,Medium,Stevens,446,Disorders Of The Biliary Tract Without Cc/Mcc,13799.634
MOUNT CARMEL HOSPITAL,Medium,Stevens,461,Bilateral Or Multiple Major Joint Procedures Of Lower Extremity With Mcc,81812.2706
MOUNT CARMEL HOSPITAL,Medium,Stevens,470,Major Hip And Knee Joint Replacement Or Reattachment Of Lower Extremity Without Mcc,44737.4675
MOUNT CARMEL HOSPITAL,Medium,Stevens,474,Amputation For Musculoskeletal System And Connective Tissue Disorders With Mcc,47080.8153
MOUNT CARMEL HOSPITAL,Medium,Stevens,482,Hip And Femur Procedures Except Major Joint Without Cc/Mcc,41509.7813
MOUNT CARMEL HOSPITAL,Medium,Stevens,483,Major Joint Or Limb Reattachment Procedures Of Upper Extremities,51165.6901
MOUNT CARMEL HOSPITAL,Medium,Stevens,485,Knee Procedures With Principal Diagnosis Of Infection With Mcc,59249.6109
MOUNT CARMEL HOSPITAL,Medium,Stevens,488,Knee Procedures Without Principal Diagnosis Of Infection With Cc/Mcc,41801.2313
MOUNT CARMEL HOSPITAL,Medium,Stevens,489,Knee Procedures Without Principal Diagnosis Of Infection Without Cc/Mcc,31460.1316
MOUNT CARMEL HOSPITAL,Medium,Stevens,492,"Lower Extremity And Humerus Procedures Except Hip, Foot And Femur With Mcc",50001.929
MOUNT CARMEL HOSPITAL,Medium,Stevens,494,"Lower Extremity And Humerus Procedures Except Hip, Foot And Femur Without Cc/Mcc",42986.5057
MOUNT CARMEL HOSPITAL,Medium,Stevens,501,Soft Tissue Procedures With Cc,29374.5588
MOUNT CARMEL HOSPITAL,Medium,Stevens,503,Foot Procedures With Mcc,12242.191
MOUNT CARMEL HOSPITAL,Medium,Stevens,511,"Shoulder, Elbow Or Forearm Procedures, Except Major Joint Procedures With Cc",35786.2695
MOUNT CARMEL HOSPITAL,Medium,Stevens,536,Fractures Of Hip And Pelvis Without Mcc,9875.9644
MOUNT CARMEL HOSPITAL,Medium,Stevens,543,Pathological Fractures And Musculoskeletal And Connective Tissue Malignancy With Cc,18422.6051
MOUNT CARMEL HOSPITAL,Medium,Stevens,547,Connective Tissue Disorders Without Cc/Mcc,3798.8703
MOUNT CARMEL HOSPITAL,Medium,Stevens,549,Septic Arthritis With Cc,11930.5695
MOUNT CARMEL HOSPITAL,Medium,Stevens,551,Medical Back Problems With Mcc,7863.2118
MOUNT CARMEL HOSPITAL,Medium,Stevens,552,Medical Back Problems Without Mcc,14660.942
MOUNT CARMEL HOSPITAL,Medium,Stevens,558,"Tendonitis, Myositis And Bursitis Without Mcc",27814.6909
MOUNT CARMEL HOSPITAL,Medium,Stevens,563,"Fracture, Sprain, Strain And Dislocation Except Femur, Hip, Pelvis And Thigh Without Mcc",10872.9318
MOUNT CARMEL HOSPITAL,Medium,Stevens,565,Other Musculoskeletal System And Connective Tissue Diagnoses With Cc,7335.7179
MOUNT CARMEL HOSPITAL,Medium,Stevens,596,Major Skin Disorders Without Mcc,7987.7075
MOUNT CARMEL HOSPITAL,Medium,Stevens,602,Cellulitis With Mcc,20869.5928
MOUNT CARMEL HOSPITAL,Medium,Stevens,603,Cellulitis Without Mcc,15838.4526
MOUNT CARMEL HOSPITAL,Medium,Stevens,606,Minor Skin Disorders With Mcc,10521.7445
MOUNT CARMEL HOSPITAL,Medium,Stevens,607,Minor Skin Disorders Without Mcc,3585.4482
MOUNT CARMEL HOSPITAL,Medium,Stevens,617,"Amputation Of Lower Limb For Endocrine, Nutritional And Metabolic Disorders With Cc",24674.1673
MOUNT CARMEL HOSPITAL,Medium,Stevens,637,Diabetes With Mcc,28646.5476
MOUNT CARMEL HOSPITAL,Medium,Stevens,638,Diabetes With Cc,16355.5608
MOUNT CARMEL HOSPITAL,Medium,Stevens,639,Diabetes Without Cc/Mcc,15516.9058
MOUNT CARMEL HOSPITAL,Medium,Stevens,640,"Miscellaneous Disorders Of Nutrition, Metabolism, Fluids And Electrolytes With Mcc",25873.706
MOUNT CARMEL HOSPITAL,Medium,Stevens,641,"Miscellaneous Disorders Of Nutrition, Metabolism, Fluids And Electrolytes Without Mcc",9736.7341
MOUNT CARMEL HOSPITAL,Medium,Stevens,643,Endocrine Disorders With Mcc,40071.4565
MOUNT CARMEL HOSPITAL,Medium,Stevens,644,Endocrine Disorders With Cc,28222.7022
MOUNT CARMEL HOSPITAL,Medium,Stevens,645,Endocrine Disorders Without Cc/Mcc,4262.6097
MOUNT CARMEL HOSPITAL,Medium,Stevens,669,Transurethral Procedures With Cc,35589.0491
MOUNT CARMEL HOSPITAL,Medium,Stevens,682,Renal Failure With Mcc,12774.622
MOUNT CARMEL HOSPITAL,Medium,Stevens,683,Renal Failure With Cc,9920.5677
MOUNT CARMEL HOSPITAL,Medium,Stevens,684,Renal Failure Without Cc/Mcc,19938.0134
MOUNT CARMEL HOSPITAL,Medium,Stevens,686,Kidney And Urinary Tract Neoplasms With Mcc,9298.3588
MOUNT CARMEL HOSPITAL,Medium,Stevens,687,Kidney And Urinary Tract Neoplasms With Cc,3710.5649
MOUNT CARMEL HOSPITAL,Medium,Stevens,690,Kidney And Urinary Tract Infections Without Mcc,9053.3375
MOUNT CARMEL HOSPITAL,Medium,Stevens,694,Urinary Stones Without Mcc,7001.4125
MOUNT CARMEL HOSPITAL,Medium,Stevens,696,Kidney And Urinary Tract Signs And Symptoms Without Mcc,7068.5049
MOUNT CARMEL HOSPITAL,Medium,Stevens,698,Other Kidney And Urinary Tract Diagnoses With Mcc,11037.2937
MOUNT CARMEL HOSPITAL,Medium,Stevens,759,"Infections, Female Reproductive System Without Cc/Mcc",27157.1537
MOUNT CARMEL HOSPITAL,Medium,Stevens,760,Menstrual And Other Female Reproductive System Disorders With Cc/Mcc,2257.7342
MOUNT CARMEL HOSPITAL,Medium,Stevens,768,Vaginal Delivery With O.R. Procedures Except Sterilization And/Or D&C,19099.1709
MOUNT CARMEL HOSPITAL,Medium,Stevens,776,Postpartum And Post Abortion Diagnoses Without O.R. Procedures,4009.3998
MOUNT CARMEL HOSPITAL,Medium,Stevens,784,Cesarean Section With Sterilization With Cc,18765.6637
MOUNT CARMEL HOSPITAL,Medium,Stevens,785,Cesarean Section With Sterilization Without Cc/Mcc,21231.8401
MOUNT CARMEL HOSPITAL,Medium,Stevens,787,Cesarean Section Without Sterilization With Cc,24427.801
MOUNT CARMEL HOSPITAL,Medium,Stevens,788,Cesarean Section Without Sterilization Without Cc/Mcc,21217.2296
MOUNT CARMEL HOSPITAL,Medium,Stevens,789,"Neonates, Died Or Transferred To Another Acute Care Facility",2515.3624
MOUNT CARMEL HOSPITAL,Medium,Stevens,792,Prematurity Without Major Problems,6732.2415
MOUNT CARMEL HOSPITAL,Medium,Stevens,793,Full Term Neonate With Major Problems,3523.813
MOUNT CARMEL HOSPITAL,Medium,Stevens,794,Neonate With Other Significant Problems,2831.4815
MOUNT CARMEL HOSPITAL,Medium,Stevens,795,Normal Newborn,2293.4015
MOUNT CARMEL HOSPITAL,Medium,Stevens,797,Vaginal Delivery With Sterilization And/Or D&C With Cc,23872.9833
MOUNT CARMEL HOSPITAL,Medium,Stevens,798,Vaginal Delivery With Sterilization And/Or D&C Without Cc/Mcc,22831.1941
MOUNT CARMEL HOSPITAL,Medium,Stevens,805,Vaginal Delivery Without Sterilization Or D&C With Mcc,16682.499
MOUNT CARMEL HOSPITAL,Medium,Stevens,806,Vaginal Delivery Without Sterilization Or D&C With Cc,14822.5149
MOUNT CARMEL HOSPITAL,Medium,Stevens,807,Vaginal Delivery Without Sterilization Or D&C Without Cc/Mcc,12062.7339
MOUNT CARMEL HOSPITAL,Medium,Stevens,809,Major Hematological And Immunological Diagnoses Except Sickle Cell Crisis And Coagulation Disorders ,8673.9983
MOUNT CARMEL HOSPITAL,Medium,Stevens,811,Red Blood Cell Disorders With Mcc,16964.7768
MOUNT CARMEL HOSPITAL,Medium,Stevens,812,Red Blood Cell Disorders Without Mcc,12260.8596
MOUNT CARMEL HOSPITAL,Medium,Stevens,813,Coagulation Disorders,22831.0095
MOUNT CARMEL HOSPITAL,Medium,Stevens,815,Reticuloendothelial And Immunity Disorders With Cc,6066.8694
MOUNT CARMEL HOSPITAL,Medium,Stevens,831,Other Antepartum Diagnoses Without O.R. Procedures With Mcc,6369.7266
MOUNT CARMEL HOSPITAL,Medium,Stevens,832,Other Antepartum Diagnoses Without O.R. Procedures With Cc,9739.9077
MOUNT CARMEL HOSPITAL,Medium,Stevens,833,Other Antepartum Diagnoses Without O.R. Procedures Without Cc/Mcc,6964.7691
MOUNT CARMEL HOSPITAL,Medium,Stevens,834,Acute Leukemia Without Major O.R. Procedures With Mcc,13332.9871
MOUNT CARMEL HOSPITAL,Medium,Stevens,840,Lymphoma And Non-Acute Leukemia With Mcc,26328.7485
MOUNT CARMEL HOSPITAL,Medium,Stevens,842,Lymphoma And Non-Acute Leukemia Without Cc/Mcc,16941.0442
MOUNT CARMEL HOSPITAL,Medium,Stevens,843,Other Myeloproliferative Disorders Or Poorly Differentiated Neoplastic Diagnoses With Mcc,13411.9472
MOUNT CARMEL HOSPITAL,Medium,Stevens,844,Other Myeloproliferative Disorders Or Poorly Differentiated Neoplastic Diagnoses With Cc,52982.4492
MOUNT CARMEL HOSPITAL,Medium,Stevens,853,Infectious And Parasitic Diseases With O.R. Procedures With Mcc,52468.7863
MOUNT CARMEL HOSPITAL,Medium,Stevens,854,Infectious And Parasitic Diseases With O.R. Procedures With Cc,42774.7952
MOUNT CARMEL HOSPITAL,Medium,Stevens,856,Postoperative Or Post-Traumatic Infections With O.R. Procedures With Mcc,24451.5815
MOUNT CARMEL HOSPITAL,Medium,Stevens,864,Fever And Inflammatory Conditions,8204.5171
MOUNT CARMEL HOSPITAL,Medium,Stevens,866,Viral Illness Without Mcc,11639.7075
MOUNT CARMEL HOSPITAL,Medium,Stevens,867,Other Infectious And Parasitic Diseases Diagnoses With Mcc,16953.592
MOUNT CARMEL HOSPITAL,Medium,Stevens,871,Septicemia Or Severe Sepsis Without Mv >96 Hours With Mcc,22938.5289
MOUNT CARMEL HOSPITAL,Medium,Stevens,872,Septicemia Or Severe Sepsis Without Mv >96 Hours Without Mcc,18884.7635
MOUNT CARMEL HOSPITAL,Medium,Stevens,885,Psychoses,8093.6483
MOUNT CARMEL HOSPITAL,Medium,Stevens,894,"Alcohol, Drug Abuse Or Dependence, Left Ama",12069.8917
MOUNT CARMEL HOSPITAL,Medium,Stevens,896,"Alcohol, Drug Abuse Or Dependence Without Rehabilitation Therapy With Mcc",25727.936
MOUNT CARMEL HOSPITAL,Medium,Stevens,897,"Alcohol, Drug Abuse Or Dependence Without Rehabilitation Therapy Without Mcc",17916.5747
MOUNT CARMEL HOSPITAL,Medium,Stevens,918,Poisoning And Toxic Effects Of Drugs Without Mcc,4520.9722
MOUNT CARMEL HOSPITAL,Medium,Stevens,919,Complications Of Treatment With Mcc,9377.0283
MOUNT CARMEL HOSPITAL,Medium,Stevens,947,Signs And Symptoms With Mcc,19706.8338
MOUNT CARMEL HOSPITAL,Medium,Stevens,951,Other Factors Influencing Health Status,5021.9638
MOUNT CARMEL HOSPITAL,Medium,Stevens,964,Other Multiple Significant Trauma With Cc,4661.5773
MOUNT CARMEL HOSPITAL,Medium,Stevens,981,Extensive O.R. Procedures Unrelated To Principal Diagnosis With Mcc,21109.7103
MOUNT CARMEL HOSPITAL,Medium,Stevens,988,Non-Extensive O.R. Procedures Unrelated To Principal Diagnosis With Cc,16004.717
EVERETT MED CTR,Large,Snohomish,0,,161177.59
EVERETT MED CTR,Large,Snohomish,3,"Ecmo Or Tracheostomy With Mv >96 Hours Or Principal Diagnosis Except Face, Mouth And Neck With Major",542056.5493
EVERETT MED CTR,Large,Snohomish,4,"Tracheostomy With Mv >96 Hours Or Principal Diagnosis Except Face, Mouth And Neck Without Major O.R.",379256.804
EVERETT MED CTR,Large,Snohomish,11,"Tracheostomy For Face, Mouth And Neck Diagnoses Or Laryngectomy With Mcc",91640.26
EVERETT MED CTR,Large,Snohomish,12,"Tracheostomy For Face, Mouth And Neck Diagnoses Or Laryngectomy With Cc",29939.22
EVERETT MED CTR,Large,Snohomish,20,Intracranial Vascular Procedures With Principal Diagnosis Hemorrhage With Mcc,187410.965
EVERETT MED CTR,Large,Snohomish,23,Craniotomy With Major Device Implant Or Acute Complex Cns Principal Diagnosis With Mcc Or Chemothera,178933.6247
EVERETT MED CTR,Large,Snohomish,24,Craniotomy With Major Device Implant Or Acute Complex Cns Principal Diagnosis Without Mcc,117992.175
EVERETT MED CTR,Large,Snohomish,25,Craniotomy And Endovascular Intracranial Procedures With Mcc,177801.3256
EVERETT MED CTR,Large,Snohomish,26,Craniotomy And Endovascular Intracranial Procedures With Cc,116713.9152
EVERETT MED CTR,Large,Snohomish,27,Craniotomy And Endovascular Intracranial Procedures Without Cc/Mcc,99978.7656
EVERETT MED CTR,Large,Snohomish,28,Spinal Procedures With Mcc,188102.8775
EVERETT MED CTR,Large,Snohomish,29,Spinal Procedures With Cc Or Spinal Neurostimulators,188036.3013
EVERETT MED CTR,Large,Snohomish,30,Spinal Procedures Without Cc/Mcc,80285.17
EVERETT MED CTR,Large,Snohomish,32,Ventricular Shunt Procedures With Cc,66863.3767
EVERETT MED CTR,Large,Snohomish,33,Ventricular Shunt Procedures Without Cc/Mcc,71205.54
EVERETT MED CTR,Large,Snohomish,34,Carotid Artery Stent Procedures With Mcc,97894.16
EVERETT MED CTR,Large,Snohomish,35,Carotid Artery Stent Procedures With Cc,95331.095
EVERETT MED CTR,Large,Snohomish,36,Carotid Artery Stent Procedures Without Cc/Mcc,81338.4783
EVERETT MED CTR,Large,Snohomish,37,Extracranial Procedures With Mcc,110414.6529
EVERETT MED CTR,Large,Snohomish,38,Extracranial Procedures With Cc,66775.4583
EVERETT MED CTR,Large,Snohomish,39,Extracranial Procedures Without Cc/Mcc,48679.7771
EVERETT MED CTR,Large,Snohomish,40,"Peripheral, Cranial Nerve And Other Nervous System Procedures With Mcc",182153.1262
EVERETT MED CTR,Large,Snohomish,41,"Peripheral, Cranial Nerve And Other Nervous System Procedures With Cc Or Peripheral Neurostimulator",85584.5717
EVERETT MED CTR,Large,Snohomish,42,"Peripheral, Cranial Nerve And Other Nervous System Procedures Without Cc/Mcc",45774.29
EVERETT MED CTR,Large,Snohomish,52,Spinal Disorders And Injuries With Cc/Mcc,92850.6856
EVERETT MED CTR,Large,Snohomish,53,Spinal Disorders And Injuries Without Cc/Mcc,47044.008
EVERETT MED CTR,Large,Snohomish,54,Nervous System Neoplasms With Mcc,52424.429
EVERETT MED CTR,Large,Snohomish,55,Nervous System Neoplasms Without Mcc,45991.0757
EVERETT MED CTR,Large,Snohomish,56,Degenerative Nervous System Disorders With Mcc,101015.612
EVERETT MED CTR,Large,Snohomish,57,Degenerative Nervous System Disorders Without Mcc,60618.3404
EVERETT MED CTR,Large,Snohomish,59,Multiple Sclerosis And Cerebellar Ataxia With Cc,63343.8478
EVERETT MED CTR,Large,Snohomish,60,Multiple Sclerosis And Cerebellar Ataxia Without Cc/Mcc,34586.8614
EVERETT MED CTR,Large,Snohomish,61,"Ischemic Stroke, Precerebral Occlusion Or Transient Ischemia With Thrombolytic Agent With Mcc",72484.2745
EVERETT MED CTR,Large,Snohomish,62,"Ischemic Stroke, Precerebral Occlusion Or Transient Ischemia With Thrombolytic Agent With Cc",71548.5254
EVERETT MED CTR,Large,Snohomish,63,"Ischemic Stroke, Precerebral Occlusion Or Transient Ischemia With Thrombolytic Agent Without Cc/Mcc",59398.997
EVERETT MED CTR,Large,Snohomish,64,Intracranial Hemorrhage Or Cerebral Infarction With Mcc,68767.2289
EVERETT MED CTR,Large,Snohomish,65,Intracranial Hemorrhage Or Cerebral Infarction With Cc Or Tpa In 24 Hours,38987.0533
EVERETT MED CTR,Large,Snohomish,66,Intracranial Hemorrhage Or Cerebral Infarction Without Cc/Mcc,27315.2268
EVERETT MED CTR,Large,Snohomish,67,Nonspecific Cva And Precerebral Occlusion Without Infarction With Mcc,23390.0
EVERETT MED CTR,Large,Snohomish,68,Nonspecific Cva And Precerebral Occlusion Without Infarction Without Mcc,30828.7614
EVERETT MED CTR,Large,Snohomish,69,Transient Ischemia Without Thrombolytic,28583.8924
EVERETT MED CTR,Large,Snohomish,70,Nonspecific Cerebrovascular Disorders With Mcc,65289.9536
EVERETT MED CTR,Large,Snohomish,71,Nonspecific Cerebrovascular Disorders With Cc,33566.895
EVERETT MED CTR,Large,Snohomish,72,Nonspecific Cerebrovascular Disorders Without Cc/Mcc,21517.4108
EVERETT MED CTR,Large,Snohomish,73,Cranial And Peripheral Nerve Disorders With Mcc,64679.8274
EVERETT MED CTR,Large,Snohomish,74,Cranial And Peripheral Nerve Disorders Without Mcc,33322.8961
EVERETT MED CTR,Large,Snohomish,75,Viral Meningitis With Cc/Mcc,51834.635
